|   0 |  15 |  51 |  19 |  38 |  41 |  45 |  29 |  47 |  40 |  24 |  70 |  71 |  57 |  43 |  39 |  22 |  48 |  52 |  64 |  85 |  48 |  51 |  25 |  48 
|  79 |   0 |  36 |   4 |  84 |  26 |  59 |  14 |  32 |  50 |   9 |  55 |  56 |  42 |  28 |  41 |  53 |  50 |  42 |  49 |  68 |  29 |  32 |  35 |  33 
|  80 |   3 |   0 |   7 |  76 |  19 |  61 |  17 |  35 |  42 |  12 |  58 |  48 |  45 |  31 |  14 |  46 |  23 |  27 |  51 |  67 |  32 |  35 |  38 |  36 
|  86 |  34 |  47 |   0 |  85 |  60 |  84 |  48 |  66 |  51 |  30 |  51 |  71 |  76 |  62 |  37 |  87 |  46 |  50 |  45 |  89 |  50 |  53 |  38 |  67 
|  67 |  17 |  15 |  21 |   0 |  34 |   7 |   5 |  49 |  11 |  13 |  63 |  47 |  33 |   5 |  29 |  61 |  37 |  28 |  61 |  47 |  10 |  13 |  15 |  50 
|  73 |  48 |  62 |  52 |  74 |   0 |  81 |  40 |  80 |  40 |  57 |  78 |  73 |  63 |  74 |  39 |  27 |  48 |  52 |  60 |  92 |  77 |  69 |  25 |  81 
|  60 |  47 |  44 |  51 |  38 |  33 |   0 |  43 |  79 |   4 |  51 | 101 |  85 |  71 |  43 |  51 |  60 |  60 |  21 |  88 |  44 |  48 |  51 |  53 |  54 
|  74 |  52 |  49 |  56 |  77 |  68 |  55 |   0 |  54 |  43 |  61 |  58 |  42 |  28 |  39 |  47 |  78 |  56 |  28 |  84 |  75 |  81 |  68 |  33 |  63 
|  47 |  50 |  56 |  54 |  52 |  27 |  59 |  18 |   0 |  18 |  46 |  75 |  51 |  46 |  55 |  17 |  24 |  26 |  30 |  54 |  70 |  62 |  35 |   3 |  72 
|  56 |  50 |  49 |  54 |  34 |  29 |  41 |  39 |  82 |   0 |  47 |  97 |  81 |  67 |  39 |  47 |  56 |  56 |  17 |  84 |  64 |  44 |  47 |  49 |  83 
|  81 |   4 |  40 |   8 |  88 |  30 |  61 |  18 |  36 |  54 |   0 |  59 |  60 |  46 |  32 |  45 |  57 |  47 |  46 |  48 |  59 |  20 |  23 |  39 |  37 
|  92 |  37 |  68 |  41 |  67 |  52 |  73 |  19 |  69 |  62 |  46 |   0 |  60 |  47 |  58 |  66 |  79 |  75 |  47 |  86 |  69 |  66 |  18 |  52 |  70 
|  32 |  27 |  24 |  31 |  51 |  39 |  13 |  30 |  12 |  17 |  36 |  24 |   0 |  58 |  55 |  29 |  36 |  38 |  34 |  66 |  57 |  56 |  42 |  15 |  21 
|  71 |  24 |  21 |  28 |  49 |  40 |  56 |  20 |  56 |  15 |  33 |  34 |  53 |   0 |  11 |  19 |  57 |  28 |   0 |  56 |  47 |  53 |  40 |   5 |  57 
|  81 |  13 |  10 |  17 |  59 |  29 |  66 |  25 |  45 |  25 |  22 |  68 |  58 |  53 |   0 |  24 |  56 |  33 |  37 |  61 |  42 |  42 |  45 |  10 |  46 
|  66 |  42 |  39 |  46 |  62 |  57 |  47 |  56 |  46 |  28 |  48 |  58 |  34 |  59 |  38 |   0 |  70 |   9 |  13 |  37 |  53 |  68 |  53 |  48 |  55 
|  46 |  61 |  72 |  65 |  84 |  87 |  80 |  75 |  79 |  61 |  70 |  91 |  67 |  92 |  71 |  36 |   0 |  42 |  46 |  70 |  86 |  90 |  42 |  71 |  88 
|  57 |  33 |  30 |  37 |  53 |  48 |  38 |  47 |  37 |  19 |  42 |  49 |  25 |  50 |  29 |  32 |  61 |   0 |   4 |  28 |  44 |  62 |  44 |  39 |  46 
|  71 |  33 |  47 |  37 |  49 |  44 |  56 |  47 |  65 |  15 |  42 |  88 |  64 |  75 |  54 |  30 |  71 |  39 |   0 |  67 |  47 |  59 |  40 |  64 |  66 
|  82 |   5 |   2 |   9 |  40 |  21 |  47 |  19 |  37 |  44 |  14 |  60 |  50 |  47 |  26 |  16 |  48 |  25 |  29 |   0 |  68 |  34 |  37 |  36 |  38 
|  76 |   3 |   0 |   7 |  72 |  19 |  57 |  17 |  35 |  38 |  12 |  58 |  44 |  45 |  31 |  14 |  46 |  19 |  23 |  45 |   0 |  32 |   7 |  38 |  36 
|  61 |  22 |  39 |  26 |  80 |  48 |  65 |  36 |  54 |  46 |  31 |  76 |  52 |  64 |  50 |  48 |  75 |  27 |  31 |  55 |  39 |   0 |   3 |  37 |  55 
|  98 |  19 |  51 |  23 |  83 |  45 |  78 |  33 |  51 |  49 |  28 |  74 |  75 |  61 |  47 |  48 |  72 |  57 |  61 |  68 |  51 |  48 |   0 |  34 |  52 
|  71 |  56 |  53 |  60 |  49 |  44 |  56 |  15 |  60 |  15 |  62 |  72 |  48 |  43 |  52 |  14 |  71 |  23 |  27 |  51 |  67 |  59 |  62 |   0 |  69 
|  48 |   6 |   3 |  10 |  79 |  22 |  64 |  20 |  38 |  45 |  15 |  61 |  51 |  48 |  34 |  17 |  49 |  26 |  30 |  54 |  70 |  35 |  38 |  41 |   0 
