|   0 |  27 |  12 |  39 |  10 |  51 |   6 |  36 |  18 |  13 |  42 |  39 |  32 |  19 |   4 |   2 |  20 |   2 |  11 |  48 |  45 |  20 |  14 |  24 |  29 
|  47 |   0 |  42 |  29 |  40 |  60 |  53 |  59 |  41 |  60 |  69 |  85 |  79 |  45 |  51 |  49 |  43 |  49 |  58 |  75 |  68 |  32 |  66 |  47 |  54 
|  41 |  25 |   0 |  49 |  22 |  49 |  42 |  32 |  54 |  54 |  42 |  80 |  68 |  31 |  45 |  38 |  56 |  38 |  52 |  48 |  41 |  43 |  54 |  20 |  68 
|  18 |  45 |  20 |   0 |  18 |  69 |  24 |  30 |  12 |  31 |  40 |  56 |  50 |  16 |  22 |  20 |  14 |  20 |  29 |  46 |  39 |   3 |  32 |  18 |  25 
|  37 |  27 |   2 |  51 |   0 |  51 |  31 |  34 |  47 |  50 |  44 |  71 |  61 |   9 |  41 |  31 |  49 |  27 |  48 |  50 |  43 |  39 |  32 |  22 |  66 
|  21 |  48 |  33 |  60 |  31 |   0 |  27 |  40 |  39 |  34 |  35 |  56 |  53 |  39 |  25 |  23 |  41 |  23 |  32 |  41 |  66 |  41 |  35 |  45 |  50 
|  25 |  41 |  18 |  40 |  25 |  67 |   0 |  37 |  19 |  38 |  47 |  40 |  57 |  34 |  29 |  27 |  21 |  27 |  36 |  53 |  46 |  21 |  39 |  25 |  54 
|  41 |  25 |   0 |  49 |  22 |  49 |  42 |   0 |  54 |  54 |  42 |  80 |  60 |  24 |  45 |  38 |  56 |  38 |  52 |  48 |  41 |  11 |  50 |  20 |  64 
|   6 |  33 |   8 |  21 |   6 |  57 |  13 |  18 |   0 |  19 |  28 |  44 |  38 |  15 |  10 |   8 |   2 |   9 |  17 |  34 |  27 |   2 |  21 |   6 |  35 
|   0 |  14 |  12 |  43 |  10 |  51 |   6 |  38 |  18 |   0 |  42 |  26 |  32 |  19 |   4 |   2 |  20 |   2 |  11 |  48 |  43 |  23 |  14 |  24 |  29 
|  21 |  30 |   5 |  34 |  19 |  54 |  26 |   5 |  20 |  21 |   0 |  47 |  53 |   4 |  25 |  23 |  15 |  22 |  32 |   6 |  46 |  15 |  34 |  25 |  50 
|  19 |   3 |  23 |  32 |  21 |  62 |  13 |  47 |  29 |  32 |  53 |   0 |  43 |  30 |  23 |  13 |  31 |   9 |  30 |  59 |  56 |  31 |  21 |  35 |  48 
|   8 |  35 |  12 |  39 |  10 |  19 |   6 |  15 |  18 |  21 |  10 |  42 |   0 |  14 |  12 |   2 |  20 |   2 |  19 |  16 |  45 |  20 |  14 |  24 |  37 
|  28 |  55 |  32 |  71 |  30 |  71 |  22 |  54 |  38 |  41 |  62 |  62 |  52 |   0 |  32 |  22 |  40 |  18 |  39 |  68 |  63 |  30 |  30 |  42 |  57 
|  37 |  64 |  41 |  68 |  39 |  48 |  35 |  44 |  47 |  50 |  39 |  71 |  29 |  43 |   0 |  31 |  49 |  31 |  48 |  47 |  66 |  49 |  43 |  45 |  25 
|   6 |  33 |  10 |  37 |   8 |  49 |   4 |  34 |  16 |  19 |  40 |  44 |  30 |  17 |  10 |   0 |  18 |   0 |  17 |  46 |  43 |  18 |  12 |  22 |  35 
|  37 |  31 |   6 |  19 |   4 |  55 |  35 |  38 |  31 |  50 |  48 |  75 |  49 |  13 |  41 |  35 |   0 |  31 |  48 |  54 |  47 |   0 |  36 |  26 |  44 
|  10 |  37 |  14 |  41 |  12 |  53 |   4 |  38 |  20 |  23 |  44 |  44 |  34 |  21 |  14 |   4 |  22 |   0 |  21 |  50 |  47 |  22 |  12 |  26 |  39 
|   2 |  16 |  13 |  40 |  11 |  48 |   7 |  37 |  19 |   2 |  39 |  28 |  29 |  20 |   6 |   3 |  21 |   3 |   0 |  45 |  45 |  21 |  15 |  25 |  31 
|  15 |  29 |  10 |  58 |  25 |  59 |  21 |  42 |  33 |  15 |  52 |  41 |  47 |  34 |  19 |  17 |  35 |  17 |  26 |   0 |  51 |  38 |  29 |  30 |  44 
|  22 |  31 |   6 |  17 |  20 |  55 |  27 |   6 |  21 |  22 |   1 |  48 |  54 |   5 |  26 |  24 |  16 |  23 |  33 |   7 |   0 |  16 |  35 |  26 |  42 
|  41 |  59 |  34 |  72 |  43 |  68 |  35 |  59 |  51 |  53 |  59 |  75 |  49 |  13 |  45 |  35 |  53 |  31 |  52 |  65 |  68 |   0 |  43 |  47 |  66 
|  38 |  54 |  31 |  53 |  38 |  80 |  13 |  50 |  32 |  51 |  60 |  53 |  70 |  47 |  42 |  40 |  34 |  40 |  49 |  66 |  59 |  34 |   0 |  38 |  67 
|  39 |  29 |   4 |  29 |   2 |  53 |  33 |  12 |  41 |  43 |  22 |  69 |  63 |  11 |  43 |  33 |  37 |  29 |  50 |  28 |  21 |  23 |  34 |   0 |  54 
|  25 |  39 |  36 |  63 |  34 |  59 |  30 |  55 |  42 |  25 |  50 |  51 |  40 |  43 |  29 |  26 |  44 |  26 |  23 |  56 |  68 |  44 |  38 |  48 |   0 
