|   0 |   3 |  10 |  19 |   7 |  16 |  10 |  14 |  14 |  10 |   7 |  10 |  19 |   7 |  11 |  12 |   9 |  14 |   6 |  24 |   0 |   4 |  12 |  17 |   4 
|  28 |   0 |  28 |  45 |  16 |  30 |  28 |  32 |  32 |   7 |  30 |  31 |  33 |  30 |  20 |  21 |  10 |  32 |  15 |  33 |  28 |  22 |  21 |  30 |  13 
|   4 |   7 |   0 |  17 |  11 |  12 |   0 |   4 |   4 |   9 |  11 |  14 |  20 |  11 |  15 |  12 |  12 |   4 |  10 |  20 |   4 |   8 |   6 |  13 |   8 
|   9 |   9 |   5 |   0 |  16 |  17 |   5 |   9 |   9 |   0 |  16 |  14 |   7 |  16 |  13 |   7 |  17 |   9 |  15 |  25 |   9 |  10 |  11 |  18 |  13 
|  16 |  16 |  12 |  29 |   0 |  18 |  12 |  16 |  16 |  21 |  18 |  15 |  17 |  18 |   4 |  24 |  24 |  16 |  18 |  17 |  16 |   6 |  18 |  25 |  16 
|  15 |   1 |  11 |  22 |   7 |   0 |  11 |  14 |  15 |   8 |   0 |   3 |  12 |   0 |  11 |  12 |  11 |  14 |   6 |  24 |   9 |   5 |  12 |  23 |   4 
|   4 |   7 |  14 |  23 |  11 |  20 |   0 |  18 |   4 |   9 |  11 |  14 |  23 |  11 |  15 |  16 |  12 |  18 |  10 |  28 |   4 |   8 |  16 |  21 |   8 
|   8 |  10 |  16 |  16 |  14 |  11 |  16 |   0 |   7 |  12 |  11 |  10 |  16 |   7 |  14 |   8 |  16 |   0 |  13 |  16 |   7 |  12 |   2 |   9 |  11 
|   1 |   4 |  11 |  20 |   8 |  17 |  11 |  15 |   0 |   5 |   8 |  11 |  20 |   8 |  12 |  13 |  10 |  15 |   7 |  25 |   1 |   5 |  13 |  18 |   5 
|  42 |  45 |  38 |  55 |  37 |  44 |  38 |  39 |  42 |   0 |  44 |  41 |  43 |  44 |  30 |  47 |  44 |  39 |  36 |  43 |  42 |  32 |  41 |  23 |  42 
|  17 |   1 |  19 |  22 |   7 |  21 |  13 |  14 |  17 |   8 |   0 |   3 |  12 |   0 |  11 |  12 |  11 |  14 |   6 |  24 |   9 |  13 |  12 |  23 |   4 
|  16 |   9 |  16 |  19 |   4 |  18 |  16 |  11 |  18 |  16 |  12 |   0 |  21 |  12 |   8 |   9 |  15 |  11 |   3 |  21 |   6 |  10 |   9 |  20 |   1 
|  30 |   2 |  30 |  46 |  18 |  32 |  30 |  31 |  29 |   9 |  24 |  27 |   0 |  24 |  22 |  23 |  12 |  31 |  17 |  35 |  17 |  24 |  23 |  32 |  15 
|  17 |  12 |  19 |  22 |   7 |  21 |  13 |  14 |  17 |  19 |  15 |   3 |  24 |   0 |  11 |  12 |  18 |  14 |   6 |  24 |   9 |  13 |  12 |  23 |   4 
|  12 |  15 |   8 |  25 |  15 |  14 |   8 |  12 |  12 |  17 |  14 |  11 |  13 |  14 |   0 |  20 |  20 |  12 |  14 |  13 |  12 |   2 |  14 |  21 |  12 
|  18 |  12 |  14 |  30 |  21 |  20 |  14 |  18 |  18 |  19 |  20 |  17 |  19 |  20 |   6 |   0 |  22 |  18 |  20 |  19 |  18 |   8 |  20 |  27 |  18 
|  18 |  19 |  18 |  35 |   6 |  20 |  18 |  22 |  22 |  25 |  20 |  21 |  23 |  20 |  10 |  11 |   0 |  22 |   5 |  23 |  18 |  12 |  11 |  27 |   3 
|  20 |  10 |  16 |  16 |  14 |  11 |  16 |  20 |  20 |  16 |  11 |  10 |  16 |   7 |  18 |  19 |  20 |   0 |  13 |  16 |  16 |  16 |   2 |   9 |  11 
|  13 |  16 |  13 |  30 |   1 |  17 |  13 |  17 |  17 |  22 |  17 |  16 |  18 |  17 |   5 |  25 |  15 |  17 |   0 |  18 |  13 |   7 |  19 |  26 |  17 
|  20 |   2 |  17 |  34 |   5 |  23 |  17 |  21 |  19 |   9 |  23 |  20 |   0 |  23 |   9 |  23 |  12 |  21 |  17 |   0 |  17 |  11 |  23 |  30 |  15 
|  19 |   3 |  19 |  29 |   7 |  21 |  19 |  21 |  23 |  10 |   7 |  10 |  19 |   7 |  11 |  12 |   9 |  21 |   6 |  24 |   0 |  13 |  12 |  17 |   4 
|  10 |  13 |   6 |  23 |  17 |  12 |   6 |  10 |  10 |  15 |  12 |  15 |  24 |  12 |  21 |  18 |  18 |  10 |  16 |  26 |  10 |   0 |  12 |  19 |  14 
|  18 |   8 |  14 |  31 |  16 |   9 |  14 |  18 |  18 |  14 |   9 |  12 |  14 |   9 |  20 |  21 |  18 |  18 |  15 |  14 |  18 |  14 |   0 |  27 |  13 
|  24 |  26 |  20 |  32 |  30 |  26 |  20 |  16 |  23 |  28 |  26 |  26 |  32 |  23 |  30 |  24 |  32 |  16 |  29 |  32 |  23 |  14 |  18 |   0 |  27 
|  15 |  16 |  15 |  32 |   3 |  17 |  15 |  19 |  19 |  22 |  17 |  18 |  20 |  17 |   7 |   8 |  17 |  19 |   2 |  20 |  15 |   9 |   8 |  28 |   0 
