|   0 |  35 |  25 |  14 |  23 |  15 |  23 |  29 |  49 |  42 |  35 |  25 |  28 |  23 |  15 |  17 |  33 |  22 |  23 |  35 |  13 |  19 |  29 |  15 |  19 |  20 |  31 |  30 |  20 |   9 |  30 |   3 |  40 |  23 |  19 |  20 |  28 |  23 |  32 |  33 |  31 |  36 |  17 |  23 |  32 |  15 |  27 |  23 |  15 |  16 
|  37 |   0 |  27 |  26 |  25 |  22 |  25 |  13 |  43 |  32 |  44 |  34 |  30 |  30 |  16 |  42 |  30 |   2 |   7 |  42 |  43 |  30 |  41 |  17 |  20 |  22 |  42 |  20 |  22 |  32 |  24 |  30 |  42 |  17 |  21 |  22 |  36 |  25 |  39 |  37 |  25 |  44 |  26 |  44 |  29 |  22 |  31 |  30 |  16 |  26 
|  43 |  36 |   0 |  15 |  21 |  31 |  34 |  30 |  54 |  42 |  35 |  25 |  35 |  14 |  26 |  24 |  12 |  19 |  24 |  25 |  35 |  26 |  30 |  31 |  29 |  30 |  33 |  31 |  30 |  41 |  30 |  21 |  34 |  28 |  30 |  25 |  27 |  15 |  30 |  27 |  35 |  35 |  17 |  26 |  11 |  23 |  13 |  21 |  25 |  25 
|  32 |  29 |  22 |   0 |  22 |  17 |  22 |  28 |  47 |  41 |  43 |  33 |  29 |  27 |  30 |  37 |  34 |  22 |  27 |  37 |  20 |  25 |  15 |  16 |  14 |  18 |  24 |  16 |  21 |  29 |  23 |  27 |  39 |  21 |  16 |  17 |  20 |  20 |  34 |  19 |  29 |  28 |  25 |  30 |  33 |  25 |  32 |  27 |  11 |  20 
|  25 |  20 |  15 |   1 |   0 |  10 |  15 |  15 |  33 |  34 |  38 |  28 |  23 |  20 |  18 |  30 |  27 |   4 |   9 |  30 |  21 |  18 |  16 |  11 |   8 |  11 |  25 |  17 |  16 |  22 |  14 |  21 |  17 |   7 |   9 |  10 |  21 |  19 |  27 |  20 |  15 |  26 |  20 |  31 |  26 |  12 |  21 |  21 |   4 |  14 
|  15 |  32 |  13 |  14 |  13 |   0 |  13 |  18 |  48 |  32 |  45 |  35 |  13 |  18 |  21 |  29 |  25 |   7 |  12 |  20 |  21 |   8 |  29 |  22 |  13 |   9 |  20 |  30 |  23 |  20 |  26 |  18 |  30 |  22 |   7 |   8 |  23 |  25 |  17 |  33 |  23 |  31 |  27 |  31 |  24 |  16 |  26 |  26 |  21 |  19 
|  24 |  20 |  15 |   1 |   0 |  10 |   0 |  15 |  33 |  31 |  30 |  20 |  16 |   5 |  18 |  29 |  16 |   4 |   9 |  29 |  21 |  18 |  16 |   3 |   0 |   8 |  24 |  17 |   8 |   7 |  14 |  13 |  17 |   7 |   9 |  10 |  21 |  11 |  27 |  20 |  15 |  26 |  12 |  30 |  23 |  12 |  18 |  13 |   4 |   6 
|  24 |  25 |  14 |  13 |  12 |   9 |  12 |   0 |  38 |  32 |  31 |  21 |  17 |  17 |   3 |  29 |  17 |  16 |  21 |  29 |  30 |  17 |  28 |   4 |   7 |   9 |  29 |  29 |   9 |  19 |  19 |  17 |  29 |  12 |   8 |   9 |  23 |  12 |  26 |  24 |  20 |  31 |  13 |  31 |  16 |  17 |  23 |  17 |   3 |  13 
|  26 |  21 |  16 |   2 |   1 |  11 |  16 |  16 |   0 |  35 |  32 |  22 |  24 |  21 |  19 |  31 |  28 |   5 |  10 |  16 |  22 |  19 |  17 |  12 |   9 |  12 |  26 |  18 |  17 |  23 |  15 |  18 |  18 |   8 |  10 |  11 |  22 |  20 |  13 |  21 |  16 |  27 |  14 |  32 |  27 |  13 |  22 |  18 |   5 |  15 
|  30 |  30 |  24 |  19 |  18 |  20 |  18 |  33 |  43 |   0 |  36 |  26 |  22 |  19 |  33 |  46 |  30 |  22 |  27 |  37 |  39 |  28 |  34 |   9 |   6 |  14 |  37 |  23 |  14 |  25 |  24 |  18 |  15 |  17 |  19 |  20 |  28 |  17 |  34 |  29 |  25 |  24 |  18 |  44 |  29 |  19 |  24 |  18 |  20 |  12 
