File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph20-2.txt, 8145, 7234, 6632, 8105, 7644, 6451, 10279, 8245, 13074, 13364, 
graph20-9.txt, 18614, 17212, 10590, 10309, 16671, 8886, 8226, 9538, 7885, 7904, 
graph20-8.txt, 7814, 8506, 10850, 8576, 7113, 8386, 6983, 9718, 6822, 15989, 
graph20-6.txt, 8535, 8726, 7534, 7374, 7824, 8776, 8836, 8576, 9668, 9848, 
graph20-10.txt, 10019, 9588, 7364, 7294, 7133, 8636, 6853, 6923, 8776, 6812, 
graph20-4.txt, 8186, 8095, 7463, 7424, 8165, 7463, 9478, 8796, 7443, 7514, 
graph20-3.txt, 12273, 6893, 6923, 6903, 6993, 6853, 6943, 9107, 7023, 6933, 
graph20-5.txt, 8135, 7003, 7794, 7443, 8065, 7393, 8275, 7564, 7184, 7454, 
graph20-1.txt, 8305, 7153, 7063, 6562, 6512, 6392, 6522, 6292, 6713, 6321, 
graph20-7.txt, 7273, 8856, 6623, 6482, 8796, 10178, 7554, 6852, 7424, 6983, 
