File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph500-3.txt, 4107777613, 4019498146, 4083873163, 4063686975, 4050269640, 4105785497, 4036619907, 3971605945, 3968653586, 3976575160, 
graph500-5.txt, 3990478481, 3982766466, 4002643399, 4009776642, 3980924065, 3960762970, 4062832800, 4042561392, 3980095028, 3942509922, 
graph500-9.txt, 3964591389, 3962160033, 3955016851, 3954639976, 3991723852, 3972976674, 3947137306, 3999216153, 4004377678, 3957162085, 
graph500-1.txt, 3962729142, 3951202133, 3924081901, 3943855942, 3935463049, 3944075988, 3929905562, 3919813209, 3925500249, 3942443362, 
graph500-2.txt, 3935224540, 3988141562, 3969262104, 3958648463, 3925649878, 3939228082, 3954146363, 3941930017, 3949346205, 3947792560, 
graph500-10.txt, 3946685965, 3940926065, 3926525936, 3941059599, 3940037762, 3946742958, 3953890646, 3957521420, 3970950514, 3941049487, 
graph500-8.txt, 3925433934, 3924399081, 3911304325, 3920653494, 3924674203, 3932360010, 3961377159, 3950161018, 3927528635, 3938263018, 
graph500-7.txt, 3974155392, 3981913404, 3976610114, 3962051343, 3956306188, 3981819418, 3947346651, 3949430595, 3933745101, 3957052416, 
graph500-6.txt, 3937676396, 3929271651, 3957933174, 3961642507, 3929956600, 3948479037, 3934550757, 3925710970, 3997245167, 3970253565, 
graph500-4.txt, 3926999010, 3937774962, 3944095496, 3911009812, 3929042230, 3959149048, 3928970101, 3922765978, 3922664190, 3942474945, 
