File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph15-9.txt, 107935, 88338, 123525, 82968, 71346, 86113, 82357, 72148, 66236, 73880, 
graph15-5.txt, 128805, 80653, 79401, 91624, 67618, 66797, 64082, 64082, 63501, 63110, 
graph15-3.txt, 90442, 96603, 83488, 73229, 68380, 87226, 73299, 64282, 62529, 65775, 
graph15-1.txt, 88619, 79702, 73018, 76295, 69673, 94630, 82767, 74281, 69823, 71095, 
graph15-7.txt, 110891, 85623, 78129, 104529, 106172, 91183, 96393, 75674, 70674, 68550, 
graph15-2.txt, 167218, 67589, 71395, 72298, 91895, 164453, 104960, 58291, 66837, 48121, 
graph15-10.txt, 96554, 61486, 74110, 81224, 129316, 67408, 86044, 56477, 133453, 93368, 
graph15-8.txt, 135327, 59624, 169381, 51377, 69191, 42411, 65786, 104719, 41208, 77347, 
graph15-4.txt, 122123, 170194, 120780, 52089, 75594, 48673, 68761, 67929, 54594, 60916, 
graph15-6.txt, 102825, 73589, 80163, 50065, 79491, 47020, 72638, 64373, 150916, 60636, 
