File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph500-3.txt, 75563567, 79421590, 76273985, 73670248, 86224471, 79981109, 78269197, 73658005, 75431624, 73352791, 
graph500-5.txt, 78131013, 76759462, 75147891, 76115150, 74582411, 74059372, 75388412, 78689059, 72741051, 72360394, 
graph500-9.txt, 74217092, 73179038, 73805245, 72929111, 72609340, 72668623, 77221383, 73719050, 73819312, 72669674, 
graph500-1.txt, 74954891, 72647511, 73305339, 72025102, 71840369, 72822867, 75471719, 72742873, 73406823, 73467789, 
graph500-2.txt, 78184863, 77285113, 77158041, 77524942, 76379593, 78906281, 76521024, 76180172, 76171765, 77054242, 
graph500-10.txt, 81873461, 76289951, 77160064, 76225177, 76198857, 77670239, 79740886, 77141077, 77370294, 77204969, 
graph500-8.txt, 81727572, 77310229, 76601676, 75900015, 78704004, 77984849, 77154162, 75812066, 75766098, 75767962, 
graph500-7.txt, 74265120, 73228770, 72735698, 72898117, 74738555, 72643451, 72723554, 72542748, 74078883, 74478588, 
graph500-6.txt, 76282364, 76385411, 77933820, 79352421, 80916891, 76153758, 75923828, 75939699, 77509158, 77345515, 
graph500-4.txt, 78771189, 76545817, 76630208, 78492907, 76711293, 77014562, 78296181, 77694712, 77595332, 84471963, 
