File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph25-7.txt, 211178, 192353, 187794, 173066, 168277, 165011, 162456, 167416, 173266, 163128, 
graph25-6.txt, 185590, 168177, 151666, 146115, 131548, 128442, 121870, 118273, 117421, 113675, 
graph25-10.txt, 179779, 164129, 158259, 141717, 133592, 125917, 120958, 115989, 131448, 109817, 
graph25-9.txt, 208342, 183536, 171202, 164991, 166003, 164520, 157156, 156044, 152478, 151315, 
graph25-5.txt, 191872, 186432, 210216, 184458, 174349, 165332, 161254, 158749, 156685, 152708, 
graph25-8.txt, 176383, 180871, 166374, 151565, 140184, 134734, 129203, 132229, 130346, 120487, 
graph25-2.txt, 185911, 158279, 148831, 138100, 136497, 138471, 142659, 126979, 123423, 120146, 
graph25-3.txt, 204996, 205968, 189447, 183606, 168317, 166184, 164289, 158478, 163798, 154110, 
graph25-1.txt, 200869, 181983, 183105, 174739, 165341, 164861, 154481, 176182, 193184, 179077, 
graph25-4.txt, 168939, 150895, 146947, 143941, 183175, 157727, 147067, 156204, 143591, 138451, 
