File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph1000-7.txt, 542334386, 566752506, 536069940, 535231635, 539024481, 539084270, 531980214, 545265818, 540832104, 534065200, 
graph1000-10.txt, 558535042, 556777131, 550844671, 549539015, 563940851, 548268762, 549467761, 548720199, 550897719, 551031170, 
graph1000-6.txt, 561149028, 567724650, 553292089, 552231231, 556939384, 544680768, 549469205, 553903236, 548670766, 564017457, 
graph1000-8.txt, 551708753, 549859185, 559374045, 542998923, 556027616, 543724336, 571859543, 559004930, 547926689, 557307241, 
graph1000-5.txt, 541519440, 535501228, 542060711, 547955091, 534816065, 548239751, 534816181, 545880500, 546944742, 531644747, 
graph1000-3.txt, 537644505, 534391169, 531041565, 534616255, 529620647, 536747083, 529831247, 541422663, 527825322, 548712849, 
graph1000-2.txt, 553936226, 544168832, 551094944, 545249042, 559491614, 543243599, 565466747, 544542397, 549984002, 546203227, 
graph1000-1.txt, 528655646, 532003381, 542110822, 535451747, 532532810, 531069752, 530867164, 536470819, 529565054, 528948886, 
graph1000-4.txt, 554256184, 576162799, 545810856, 544935062, 553536464, 550100829, 543084623, 545995613, 555198606, 557717326, 
graph1000-9.txt, 537360511, 545306360, 532180190, 539207295, 530866168, 527833623, 547338738, 532670553, 538399426, 534285987, 
