File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph15-9.txt, 105255, 97911, 111205, 89525, 143085, 88954, 100897, 92320, 103250, 87141, 
graph15-5.txt, 113380, 125431, 91259, 107037, 79016, 101908, 73025, 101858, 88153, 111707, 
graph15-3.txt, 131583, 95416, 128778, 97210, 131452, 87782, 103121, 75479, 93603, 68256, 
graph15-1.txt, 107048, 113309, 82001, 96328, 81420, 94875, 61393, 54030, 47818, 46646, 
graph15-7.txt, 76151, 67525, 61994, 57536, 55091, 55643, 50002, 68977, 53770, 48529, 
graph15-2.txt, 83484, 77433, 69388, 65020, 62445, 58869, 59881, 57877, 56264, 54361, 
graph15-10.txt, 87562, 77473, 78444, 70440, 85568, 65771, 62425, 58618, 69749, 72263, 
graph15-8.txt, 83264, 74477, 66723, 63377, 56945, 54631, 53428, 51595, 80298, 70480, 
graph15-4.txt, 79637, 71101, 64790, 61083, 56855, 54661, 51645, 67104, 49271, 46496, 
graph15-6.txt, 75279, 67404, 60492, 57256, 57846, 56073, 53208, 51395, 59100, 50934, 
