File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph500-3.txt, 810533116, 806664832, 791447379, 782062098, 797328599, 804213732, 797609303, 799816691, 787811051, 797120024, 
graph500-5.txt, 794045293, 795614108, 803437350, 791881078, 800907017, 793701675, 792746933, 803969330, 807582889, 803546480, 
graph500-9.txt, 793625366, 792580244, 806999157, 804537515, 787776655, 801104871, 793439492, 793078209, 788316482, 797778263, 
graph500-1.txt, 801424209, 796805012, 788403385, 793822346, 798536338, 795292442, 790511559, 791162435, 779151186, 789547947, 
graph500-2.txt, 1079941761, 1061260571, 1064602726, 1069041407, 1079321217, 1067513019, 1065158158, 1066641319, 1067221559, 1069751022, 
graph500-10.txt, 1066414396, 1048465487, 1081072794, 1069972410, 1060852891, 1055073736, 1053673694, 1069419705, 1054612487, 1063669261, 
graph500-8.txt, 1096298464, 1064968078, 1054005895, 1049947254, 1063537952, 1072475452, 1055222605, 1058108731, 1053868597, 1059363920, 
graph500-7.txt, 796650399, 801479739, 790426306, 794745264, 794398118, 806820977, 786156393, 790593142, 798549233, 786680635, 
graph500-6.txt, 1085932163, 1063027146, 1056211639, 1061315074, 1062929943, 1062767013, 1062215571, 1057201479, 1102444484, 1098209571, 
graph500-4.txt, 1070955806, 1058951892, 1070494520, 1058434000, 1048633919, 1047135463, 1055271933, 1062840722, 1058010768, 1054733419, 
