File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph500-3.txt, 159226500, 94117331, 92244918, 94488785, 94741872, 92953054, 94047251, 94114986, 92720034, 80445262, 
graph500-5.txt, 90567183, 91439061, 90487537, 90441271, 90422687, 91658314, 91403025, 91933572, 91317495, 91485635, 
graph500-9.txt, 93028700, 92846444, 91864394, 92181418, 91523815, 92524320, 92921993, 93037595, 91992658, 92402994, 
graph500-1.txt, 93201517, 91580257, 92713627, 83833266, 91646750, 92874774, 82762560, 93069972, 92728163, 93063040, 
graph500-2.txt, 97969295, 94030443, 93833050, 93499965, 93437580, 95259838, 93693641, 93827257, 93082264, 91801443, 
graph500-10.txt, 90359875, 91672565, 91679066, 91260836, 92764767, 91116338, 91029258, 90335669, 91642358, 90242036, 
graph500-8.txt, 93058138, 92230181, 93183629, 92337708, 91720810, 91749874, 96798391, 92394382, 91513258, 92091645, 
graph500-7.txt, 92098046, 92132149, 79055000, 92408247, 93444076, 91640671, 91688129, 91736227, 92963880, 91834158, 
graph500-6.txt, 90740942, 93740121, 90757200, 90697580, 91659855, 92774610, 94573516, 90501991, 92439472, 90403839, 
graph500-4.txt, 92907985, 91974603, 91563345, 91174628, 91023730, 92104814, 78250774, 91927917, 92179562, 91842540, 
