File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5
graph1000-5.txt, 57522966275, 56930604107, 56520366798, 56664469615, 56770672805, 
graph1000-3.txt, 56743739918, 56704251082, 56726877020, 56780979904, 56653189845, 
graph1000-2.txt, 57658410250, 56537330405, 56994874653, 58040419166, 56589269309, 
graph1000-1.txt, 60662045040, 56835778699, 57325123679, 58356019270, 57948621710, 
graph1000-4.txt, 58230029126, 58163825734, 56328131557, 56245524878, 56143891356, 
