File, time(ns)1, time(ns)2, time(ns)3, time(ns)4, time(ns)5, time(ns)6, time(ns)7, time(ns)8, time(ns)9, time(ns)10
graph1000-7.txt, 5967923578, 5929371566, 5911156568, 5910992376, 5906384724, 5918432007, 5949649585, 5920810649, 5917412091, 5911051746, 
graph1000-10.txt, 8005168447, 8009994011, 8053318638, 8037854949, 8012713378, 8042072740, 8019081850, 8019435908, 8000153031, 8020390188, 
graph1000-6.txt, 8017368157, 8021137888, 8025966734, 7989476605, 8030307822, 8031598603, 8041063052, 8044004203, 8010887859, 8012801314, 
graph1000-8.txt, 8018778925, 8020689503, 8069201388, 8042495430, 8014641898, 7991648791, 8016948915, 8002794309, 8024625629, 8032327042, 
graph1000-5.txt, 5933067079, 5966405701, 5962850587, 5970840249, 5918389976, 5966505574, 5918364927, 5969705575, 5961838858, 5947862956, 
graph1000-3.txt, 5979012265, 5954744647, 5919044646, 5968804106, 5933070800, 5967779423, 5974328613, 5961811882, 5962988497, 5935783093, 
graph1000-2.txt, 8042907571, 8032058435, 8026604286, 8063026635, 8065938213, 8029379715, 8053849063, 8045118929, 8049704541, 8045045837, 
graph1000-1.txt, 5919985118, 5963080855, 5916730541, 5912919883, 5933058841, 5918398052, 6013606712, 5937070525, 5902698503, 5982635678, 
graph1000-4.txt, 8058488274, 8089415678, 8057272148, 8044590680, 8054535387, 8023234758, 8041886064, 8011016053, 8037025694, 8038847489, 
graph1000-9.txt, 5928705100, 5936027148, 5919233622, 5928622337, 5927008496, 6017885944, 5925832795, 5918323457, 5934576419, 5956633401, 
