|   0 |  27 |  31 |  11 |  36 |   4 |   9 |  31 |  33 |  15 |  29 |  16 |  15 |  50 |  18 
|  24 |   0 |   4 |  16 |  14 |  26 |  28 |  19 |  10 |  17 |   4 |  35 |  29 |  28 |  21 
|  20 |  19 |   0 |  12 |  33 |  24 |  29 |  38 |   6 |  16 |   0 |  36 |  25 |  47 |  17 
|  30 |  35 |  39 |   0 |  25 |  13 |  18 |  30 |  22 |   4 |  27 |  25 |  24 |  39 |  27 
|  17 |  22 |  24 |  22 |   0 |  21 |  26 |   5 |  30 |  26 |  24 |  24 |  32 |  14 |  35 
|  17 |  23 |  27 |   7 |  32 |   0 |   5 |  27 |  29 |  11 |  27 |  12 |  11 |  46 |  14 
|  24 |  18 |  22 |  14 |  32 |   7 |   0 |  22 |  24 |  18 |  22 |   7 |   6 |  46 |  21 
|  36 |  38 |  19 |  26 |  51 |  19 |  24 |   0 |  25 |  30 |  19 |  19 |  30 |  65 |  33 
|  36 |  13 |  17 |   6 |  27 |  19 |  24 |  32 |   0 |  10 |  17 |  31 |  19 |  41 |  33 
|  26 |  32 |  36 |  16 |  21 |   9 |  14 |  26 |  38 |   0 |  36 |  21 |  20 |  35 |  23 
|  40 |  54 |  38 |  19 |  44 |  32 |  37 |  49 |  41 |  23 |   0 |  44 |  43 |  58 |  37 
|  17 |  23 |  22 |   7 |  32 |   0 |   5 |  27 |  28 |  11 |  22 |   0 |  11 |  46 |  14 
|  51 |  57 |  61 |  41 |  66 |  34 |  39 |  61 |  63 |  45 |  61 |  46 |   0 |  58 |  48 
|   3 |   8 |  12 |   8 |  22 |   7 |  12 |  27 |  18 |  12 |  12 |  16 |  18 |   0 |  21 
|   3 |  30 |  34 |  14 |  38 |   7 |  12 |  34 |  36 |  18 |  20 |  19 |  16 |  49 |   0 
