|   0 |  23 |  23 |  27 |  19 |  39 |  21 |  23 |  29 |   0 |  44 |  57 |  20 |  37 |  25 
|  33 |   0 |  22 |  21 |  24 |  37 |  26 |  28 |   6 |  33 |  38 |  34 |  46 |  14 |  30 
|  28 |  18 |   0 |  13 |  18 |  36 |   7 |  11 |  24 |  28 |  43 |  40 |  24 |  29 |  22 
|  41 |  30 |  24 |   0 |  26 |  23 |  28 |  24 |  18 |  41 |  51 |  35 |  37 |  30 |   9 
|  21 |   4 |   4 |   8 |   0 |  20 |   2 |   4 |  10 |  21 |  25 |  38 |  24 |  18 |   6 
|  35 |  18 |  18 |  22 |  14 |   0 |  16 |  18 |  24 |  35 |  39 |  52 |  14 |  32 |  20 
|  21 |  16 |   4 |   6 |  22 |  29 |   0 |   4 |  22 |  21 |  46 |  41 |  22 |  22 |  15 
|  17 |  18 |   0 |  13 |  18 |  36 |   7 |   0 |  24 |  17 |  42 |  40 |  24 |  18 |  22 
|  27 |  28 |  44 |  20 |  46 |  43 |  48 |  44 |   0 |  27 |  57 |  28 |  47 |  33 |  29 
|  40 |  23 |  23 |  27 |  19 |  39 |  21 |  23 |  29 |   0 |  44 |  57 |  43 |  37 |  25 
|  53 |  28 |  25 |  38 |  36 |  50 |  32 |  36 |  34 |  53 |   0 |  21 |  34 |  26 |  40 
|  55 |  39 |  39 |  32 |  35 |  33 |  37 |  39 |  28 |  55 |  29 |   0 |  24 |   5 |  19 
|  46 |  47 |  41 |  27 |  53 |  40 |  48 |  51 |  19 |  46 |  76 |  47 |   0 |  52 |  36 
|  53 |  42 |  49 |  41 |  45 |  59 |  47 |  49 |  28 |  53 |  24 |  45 |  58 |   0 |  50 
|  36 |  21 |  21 |  13 |  17 |  14 |  19 |  21 |   9 |  36 |  42 |  37 |  28 |  21 |   0 
