|   0 |  10 |  65 |  69 |  52 |  36 |  17 |  20 |  10 |  38 |  41 |  29 |   3 |  40 |  37 
|  62 |   0 |  55 |  71 |  47 |  38 |  64 |  67 |  29 |  28 |  31 |  19 |  65 |  64 |  56 
|  79 |  61 |   0 |  57 |  81 |  60 |  68 |  71 |  60 |  89 |  65 |  72 |  77 | 114 |  87 
|  36 |   4 |  59 |   0 |  24 |   3 |  44 |  47 |   3 |  32 |   8 |  15 |  39 |  60 |  30 
|  63 |  73 |  89 | 122 |   0 |  97 |  80 |  81 |  30 |  98 |  90 |  92 |  23 |  60 |  57 
|  33 |   1 |  56 |  33 |  42 |   0 |  50 |  53 |   0 |  29 |  32 |  20 |  36 |  65 |  27 
|  11 |  20 |  75 |  52 |  58 |  19 |   0 |   3 |  16 |  48 |  51 |  39 |   9 |  46 |  43 
|  47 |  17 |  72 |  49 |  56 |  16 |  64 |   0 |  14 |  45 |  48 |  36 |  50 |  81 |  41 
|  33 |  43 |  59 |  92 |  42 |  69 |  50 |  53 |   0 |  68 |  74 |  62 |  36 |  73 |  27 
|  47 |   5 |  60 |  61 |  22 |  43 |  36 |  39 |  28 |   0 |   6 |  24 |  45 |  69 |  55 
|  79 |  63 | 105 | 119 |  16 | 101 |  94 |  97 |  46 |  58 |   0 |  82 |  39 |  76 |  73 
|  71 |  39 |  57 |  71 |  28 |  38 |  88 |  66 |  38 |  67 |  12 |   0 |  51 |  45 |  60 
|  40 |  50 |  66 |  99 |  49 |  74 |  57 |  58 |   7 |  75 |  81 |  69 |   0 |  37 |  34 
|  68 |  38 |  47 |  70 |  30 |  37 |  81 |  21 |  35 |  66 |  69 |  57 |  53 |   0 |  15 
|  70 |  69 |  32 |  65 |  15 |  68 |  66 |  69 |  45 |  97 |  73 |  80 |  38 |  75 |   0 
