|   0 |  45 |  59 |  21 |  69 |  84 |  20 | 144 |  82 |   7 |  79 |  45 |  46 |   3 |  63 
|  32 |   0 |  72 |  41 |  24 |  86 |  25 |  99 |  78 |  21 |  81 |  57 |  51 |  35 |  68 
|  18 |  63 |   0 |  39 |  87 | 102 |  38 | 162 |  23 |  25 |  97 |  63 |  64 |  21 |  79 
|  39 |  84 |  38 |   0 |  81 |  82 |  24 | 148 |  61 |  46 |  83 |  24 |  50 |  42 |  67 
|  15 |  42 |  48 |  24 |   0 |  80 |  16 | 140 |  54 |   4 |  75 |  48 |  42 |  18 |  59 
|  34 |  41 |  91 |  53 |  65 |   0 |  54 | 117 |  94 |  39 |  52 |  58 |  19 |  35 |  88 
|  35 |  62 |  82 |  44 |  57 |  64 |   0 | 124 | 105 |  24 |  59 |  32 |  26 |  38 |  43 
|   9 |  54 |  49 |  30 |  47 |  82 |  29 |   0 |  41 |  16 |  77 |  47 |  44 |  12 |  33 
|  26 |  71 |   8 |  47 |  78 | 110 |  46 | 170 |   0 |  33 | 105 |  71 |  72 |  29 |  64 
|  11 |  38 |  58 |  20 |  62 |  95 |  31 | 137 |  81 |   0 |  90 |  44 |  57 |  14 |  74 
|  36 |   8 |  41 |  49 |  32 |   5 |   5 |  65 |  64 |  29 |   0 |  21 |  24 |  39 |  48 
|  15 |  60 |  74 |  36 |  57 |  58 |   0 | 124 |  97 |  22 |  59 |   0 |  26 |  18 |  43 
|  15 |  41 |  72 |  34 |  65 |  38 |  35 |  98 |  95 |  20 |  33 |  39 |   0 |  16 |  69 
|  15 |  42 |  56 |  18 |  66 |  89 |  35 | 141 |  79 |   4 |  94 |  42 |  61 |   0 |  78 
|  29 |  56 |  62 |  38 |  14 |  59 |  14 | 138 |  68 |  18 |  73 |  14 |  40 |  32 |   0 
