|   0 |  11 |  23 |   0 |  23 |  24 |   3 |   6 |  33 |  16 |  20 |   3 |   0 |  16 |   3 
|  45 |   0 |  42 |  28 |  12 |  16 |  28 |  16 |  30 |  26 |   9 |  24 |  25 |   5 |  22 
|  50 |  19 |   0 |   4 |   7 |  35 |  21 |  30 |  25 |  40 |  22 |   7 |  24 |  18 |  17 
|  52 |  15 |  43 |   0 |  27 |  31 |  23 |  26 |  45 |  36 |  24 |   3 |  20 |  20 |  23 
|  53 |  36 |  30 |  22 |   0 |  51 |  24 |  39 |  18 |  49 |  29 |  12 |  33 |  32 |  10 
|  37 |   7 |  31 |  18 |  10 |   0 |  18 |   6 |  28 |  16 |   7 |  21 |  15 |   3 |  11 
|  29 |  18 |  20 |  24 |  25 |  34 |   0 |  16 |  30 |  26 |  26 |  12 |  25 |  22 |   0 
|  31 |   5 |  32 |  12 |  17 |  18 |  12 |   0 |  35 |  10 |  14 |  15 |   9 |  10 |  12 
|  39 |  18 |  51 |  19 |  21 |  33 |  42 |  34 |   0 |  44 |  11 |  22 |  39 |  14 |  31 
|  45 |   6 |  28 |  26 |  18 |   8 |  26 |  14 |  36 |   0 |  15 |  29 |  23 |  11 |  19 
|  42 |  29 |  45 |  27 |  32 |  22 |  40 |  28 |  50 |  38 |   0 |  24 |  37 |  25 |  33 
|  81 |  60 |  72 |  52 |  72 |  73 |  52 |  55 |  62 |  65 |  69 |   0 |  49 |  65 |  52 
|  32 |  11 |  23 |   3 |  23 |  24 |   3 |   6 |  33 |  16 |  20 |   6 |   0 |  16 |   3 
|  46 |   4 |  37 |  29 |   7 |  20 |  31 |  20 |  25 |  30 |   4 |  19 |  29 |   0 |  17 
|  63 |  39 |  20 |  24 |  25 |  55 |  34 |  37 |  43 |  47 |  42 |  12 |  31 |  38 |   0 
