|   0 |  65 |  89 |  33 |  16 |  89 |  34 |  56 |  34 |  10 |  90 |  43 |  33 |  69 |  61 
|  90 |   0 |  50 | 100 |  74 |  72 |  78 |  83 |  55 | 100 |  51 |  66 |  73 |  30 |  38 
|  51 |  68 |   0 |  50 |  66 | 132 |  28 |  59 |  28 |  61 | 111 |  16 |  45 |  90 |  86 
|  69 |  32 |  66 |   0 |  30 |  88 |  87 |  23 |  71 |  63 |  67 |  34 |   0 |  46 |  70 
| 136 | 122 |  85 | 135 |   0 | 111 | 113 | 113 | 113 | 146 | 119 | 101 | 112 |  98 |  48 
|  70 |  11 |  61 |  72 |  31 |   0 |  88 |  24 |  45 |  64 |  62 |  35 |   1 |  41 |  21 
|  44 |  40 |  82 |  77 |  38 | 104 |   0 |  31 |   0 |  54 |  83 |   9 |  38 |  62 |  78 
|  46 |   9 |  59 |  79 |   7 |  81 |  80 |   0 |  64 |  56 |  60 |  11 |  40 |  39 |  47 
|  44 |  40 |  82 |  77 |  38 | 104 |  78 |  31 |   0 |  54 |  83 |   9 |  38 |  62 |  78 
|  68 |  64 |  79 |  64 |  62 | 101 |  24 |  55 |  24 |   0 |  80 |  33 |  62 |  59 |  91 
|  48 |  32 |  81 |  81 |  23 |  21 |  82 |  35 |   4 |  58 |   0 |  13 |  22 |  61 |  11 
|  35 |  61 | 111 |  68 |  51 | 124 |  69 |  52 |  69 |  45 | 112 |   0 |  29 |  91 |  70 
|  69 |  32 |  82 |  71 |  30 | 104 |  87 |  23 |  87 |  63 |  83 |  34 |   0 |  62 |  70 
|  69 |  53 |  20 |  70 |  44 |  42 |  48 |  56 |  25 |  79 |  21 |  34 |  43 |   0 |  32 
| 111 |  74 |  70 | 120 |  72 |  63 |  98 |  65 |  75 | 121 |  71 |  76 |  64 |  50 |   0 
