|   0 |  15 |  13 |  17 |  28 |  12 |  17 |  12 |  27 |   5 |  12 |  28 |  44 |  10 |  30 
|  31 |   0 |  30 |  41 |  45 |  18 |  53 |  29 |  44 |  22 |  29 |  45 |  54 |  29 |  48 
|   2 |  16 |   0 |  19 |  15 |   9 |  19 |  14 |  29 |   7 |  14 |  30 |  45 |  12 |  32 
|  40 |  25 |  37 |   0 |  43 |  20 |  40 |  20 |  35 |  44 |  36 |  37 |  36 |  20 |  39 
|  32 |   1 |  31 |  51 |   0 |  19 |  35 |  30 |  45 |  23 |  30 |  46 |  55 |  30 |  48 
|  33 |  36 |  32 |  36 |  43 |   0 |  36 |  31 |  46 |  24 |  31 |  37 |  36 |  31 |  49 
|  28 |  25 |  37 |   0 |  34 |  20 |   0 |  20 |  35 |  29 |  36 |  28 |  27 |  20 |  13 
|  19 |   5 |  17 |  12 |  32 |   0 |  20 |   0 |  15 |  24 |  16 |  32 |  33 |   0 |  19 
|   4 |   6 |   2 |   6 |  17 |  11 |   6 |   1 |   0 |   9 |   1 |  17 |  33 |   1 |  19 
|   9 |  12 |   8 |  12 |  23 |   7 |  12 |   7 |  22 |   0 |   7 |  23 |  39 |   7 |  25 
|   3 |   5 |   1 |   5 |  16 |   0 |   5 |   0 |  15 |   8 |   0 |  16 |  32 |   0 |  18 
|  25 |   7 |  23 |  23 |   6 |   0 |  23 |  31 |  46 |  24 |  31 |   0 |  36 |  31 |  34 
|  18 |   8 |  24 |  12 |   7 |   1 |  12 |  30 |  45 |  23 |  30 |   1 |   0 |  28 |  25 
|  36 |   5 |  35 |  12 |  35 |  23 |  39 |  32 |  42 |  27 |  34 |  49 |  48 |   0 |  51 
|  24 |  22 |  37 |   1 |  21 |  15 |   1 |  21 |  36 |  29 |  36 |  15 |  14 |  21 |   0 
