|   0 |  32 |  86 |  39 |  57 |  61 |  38 |  56 |  53 |  32 |  19 |  78 |  27 |  39 |  43 |  35 |  34 |  40 |  47 |  39 
|  30 |   0 |  66 |  13 |  37 |  41 |  40 |  36 |  32 |  12 |  17 |  61 |   2 |  13 |  11 |  15 |  14 |  20 |  15 |  17 
|  68 |  59 |   0 |  53 |  45 |  49 |  48 |  53 |  63 |  59 |  47 |  69 |  55 |  53 |  64 |  23 |  22 |  28 |  45 |  47 
|  99 |  90 | 125 |   0 |  67 |  80 |  70 | 112 |  85 |  90 |  98 | 110 |  56 |  75 |  98 |  45 |  81 |  87 | 102 |  97 
|  32 |  23 |  58 |  36 |   0 |  13 |   3 |  47 |  18 |  23 |  31 |  43 |  21 |  36 |  34 |  26 |  25 |  31 |  38 |  30 
|  19 |  10 |  64 |  23 |  35 |   0 |  38 |  34 |  42 |  10 |  18 |  59 |   8 |  23 |  21 |  13 |  12 |  18 |  25 |  17 
|  42 |  56 |  55 |  44 |  45 |  58 |   0 |  83 |  15 |  68 |  61 |  40 |  30 |  44 |  67 |  23 |  52 |  58 |  71 |  72 
|  24 |   6 |  51 |  19 |  31 |  26 |  34 |   0 |  38 |   6 |  14 |  46 |   8 |  19 |  17 |   9 |   8 |   5 |  21 |  13 
|  50 |  45 |  67 |  29 |  30 |  43 |  33 |  75 |   0 |  53 |  58 |  73 |  15 |  29 |  56 |   8 |  44 |  50 |  60 |  57 
|  18 |   0 |  54 |  13 |  25 |  29 |  28 |  24 |  32 |   0 |   8 |  49 |   2 |  13 |  11 |   3 |   2 |   8 |  15 |   7 
|  31 |  13 |  67 |  25 |  38 |  42 |  41 |  37 |  45 |  13 |   0 |  62 |   8 |  26 |  24 |  16 |  15 |  21 |  28 |  20 
|  45 |  16 |  53 |  29 |  53 |  57 |  56 |  52 |  48 |  28 |  33 |   0 |  18 |  29 |  27 |  31 |  30 |  36 |  31 |  33 
|  54 |  42 | 108 |  26 |  79 |  78 |  62 |  78 |  64 |  54 |  59 | 102 |   0 |  26 |  53 |  57 |  56 |  62 |  57 |  59 
|  46 |  16 |  82 |   0 |  53 |  52 |  36 |  52 |  38 |  28 |  33 |  76 |  18 |   0 |  27 |  31 |  30 |  36 |  31 |  33 
|  19 |   1 |  55 |  14 |  26 |  30 |  29 |  25 |  33 |   1 |   6 |  50 |   3 |  14 |   0 |   4 |   3 |   9 |   4 |   6 
|  54 |  45 |  80 |  30 |  22 |  35 |  25 |  67 |  40 |  45 |  53 |  65 |  33 |  30 |  53 |   0 |  36 |  42 |  57 |  52 
|  46 |  37 |  52 |  31 |  23 |  27 |  26 |  31 |  41 |  37 |  26 |  47 |  34 |  31 |  48 |   1 |   0 |   6 |  52 |  25 
|  40 |  31 |  46 |  28 |  56 |  21 |  59 |  55 |  63 |  31 |  20 |  41 |  28 |  28 |  42 |  34 |  33 |   0 |  46 |  19 
|  33 |  15 |  69 |  27 |  40 |  44 |  43 |  39 |  47 |  15 |   2 |  64 |  10 |  28 |  19 |  18 |  17 |  23 |   0 |  22 
|  32 |  14 |  68 |   9 |  39 |  43 |  42 |  38 |  46 |  14 |   1 |  63 |   9 |   9 |  25 |  17 |  16 |  22 |  29 |   0 
