|   0 |  20 |   5 |   1 |   3 |   9 |  14 |  11 |   0 |  28 |   7 |  27 |  21 |   5 |   5 |  13 |   0 |  27 |  38 |   1 
|  43 |   0 |  27 |  26 |  34 |  33 |  38 |  20 |  13 |  53 |  16 |  54 |  47 |  29 |  31 |  37 |  35 |  54 |  62 |  32 
|  16 |  15 |   0 |  11 |  12 |   6 |  23 |   8 |  16 |  38 |   4 |  27 |  31 |   2 |  15 |  10 |  10 |  37 |  35 |  11 
|  24 |  25 |  10 |   0 |   8 |  10 |  19 |  16 |  24 |  27 |  12 |  32 |  26 |  10 |  10 |  14 |  15 |  37 |  40 |   6 
|  29 |  28 |  13 |   6 |   0 |  16 |  11 |  21 |  29 |  33 |  17 |  38 |  29 |  15 |  16 |  20 |  21 |  43 |  41 |  12 
|  14 |  25 |  10 |   6 |   6 |   0 |  17 |  18 |  14 |  33 |  14 |  32 |  26 |  12 |  10 |   4 |   5 |  32 |  45 |   6 
|  18 |  17 |   2 |  17 |  21 |  20 |   0 |  10 |  18 |  40 |   6 |  29 |  18 |   4 |  21 |  24 |  18 |  44 |  37 |  19 
|  29 |  25 |  13 |  22 |  24 |  19 |  18 |   0 |  29 |  49 |  17 |  40 |  27 |  15 |  11 |  23 |  21 |  48 |  48 |  22 
|  37 |  38 |  23 |  13 |  21 |  23 |  32 |  30 |   0 |  40 |  25 |  45 |  39 |  23 |  23 |  27 |  28 |  50 |  53 |  19 
|  28 |  16 |  17 |  15 |   9 |  23 |  20 |  24 |  28 |   0 |  21 |  30 |  30 |  19 |  14 |   7 |  24 |  51 |  13 |  21 
|  33 |  29 |  17 |  29 |  29 |  23 |  22 |   4 |  33 |  55 |   0 |  44 |  31 |  19 |  15 |  27 |  25 |  38 |  52 |  26 
|  16 |  27 |  17 |  17 |  15 |  25 |  26 |  27 |  16 |  11 |  23 |   0 |  33 |  21 |  17 |  18 |  16 |  43 |  24 |  13 
|  35 |  22 |  19 |  30 |  31 |  25 |  42 |  27 |  35 |  43 |  23 |  32 |   0 |  21 |  34 |  29 |  29 |  55 |  38 |  30 
|  17 |  28 |  13 |   9 |  10 |   4 |  21 |   6 |  17 |  36 |   2 |  25 |  31 |   0 |  23 |   8 |   8 |  35 |  33 |   9 
|  19 |  30 |  15 |  11 |  13 |  21 |  24 |  23 |  19 |  38 |  19 |  37 |  16 |  17 |   0 |  25 |  10 |  37 |  46 |  11 
|  31 |  22 |  15 |   8 |   2 |  18 |  13 |  17 |  31 |  35 |  20 |  40 |  23 |  18 |  18 |   0 |  23 |  45 |  43 |  14 
|   9 |  20 |   5 |   1 |   3 |  11 |  14 |  17 |   9 |  28 |  13 |  27 |  21 |  11 |   5 |  15 |   0 |  27 |  41 |   1 
|  27 |   5 |  11 |  12 |   9 |  17 |  20 |  23 |  18 |  39 |  19 |  32 |   0 |  13 |  11 |  21 |  21 |   0 |  38 |   7 
|  15 |  31 |  16 |  12 |  14 |  22 |  25 |  24 |  15 |  28 |  20 |  17 |  17 |  18 |   1 |  26 |  11 |  38 |   0 |  12 
|  20 |  19 |   4 |   5 |   2 |  10 |  13 |  12 |  20 |  32 |   8 |  26 |  20 |   6 |   4 |  14 |  14 |  31 |  39 |   0 
