|   0 |  13 |  15 |  21 |  27 |   7 |   7 |  13 |  16 |  24 |  10 |  11 |  21 |   7 |  16 |  15 |   6 |  10 |  19 |  23 
|   6 |   0 |   2 |  16 |  21 |  10 |  11 |   8 |  22 |  18 |   5 |   5 |   1 |   2 |  11 |  21 |  12 |   4 |  14 |  26 
|   4 |   7 |   0 |  15 |  21 |  10 |  10 |   7 |  20 |  18 |   4 |   5 |   8 |   1 |  10 |  19 |  10 |   4 |  13 |  26 
|   5 |   8 |   1 |   0 |  31 |  12 |  12 |   8 |  14 |  22 |   5 |   6 |   9 |   2 |  11 |  20 |  11 |   5 |  14 |  27 
|   6 |   9 |   2 |   3 |   0 |   4 |  12 |   9 |   9 |  20 |   6 |   7 |  10 |   3 |  12 |  21 |  12 |   6 |  15 |  28 
|  13 |  26 |  28 |  34 |  34 |   0 |  20 |  26 |  29 |  37 |  23 |  24 |  27 |  20 |  29 |  27 |  19 |  23 |  19 |  36 
|  12 |  15 |  17 |  31 |  36 |  15 |   0 |  23 |  24 |  33 |  20 |  20 |  16 |  17 |  26 |  23 |  14 |  19 |  29 |  16 
|  12 |   8 |  10 |  16 |  22 |  11 |  11 |   0 |  24 |  19 |   5 |   6 |   9 |   2 |  11 |  22 |  18 |   5 |  14 |  27 
|  15 |  27 |  26 |  25 |  27 |  16 |  22 |  27 |   0 |  24 |  24 |  11 |   5 |  21 |  20 |  30 |  21 |  10 |  33 |  32 
|  15 |  18 |  11 |  12 |   9 |  13 |  21 |  18 |  18 |   0 |  15 |  16 |  19 |  12 |  21 |  36 |  27 |  15 |  32 |  37 
|  16 |  19 |  12 |  11 |  19 |   8 |  22 |  19 |  23 |  16 |   0 |   3 |  15 |  13 |   6 |  25 |  22 |   2 |  17 |  24 
|  18 |  20 |  15 |  14 |  22 |   5 |  25 |  22 |  28 |  13 |  19 |   0 |  20 |  16 |   9 |  32 |  24 |  19 |  24 |  39 
|  10 |  23 |  25 |  31 |  37 |  17 |  17 |  23 |  26 |  34 |  20 |  21 |   0 |  17 |  26 |  25 |  16 |  20 |  29 |  33 
|  10 |   6 |   8 |  14 |  20 |   9 |   9 |   6 |  22 |  17 |   3 |   4 |   7 |   0 |   9 |  20 |  16 |   3 |  12 |  25 
|  10 |  13 |   6 |   5 |  27 |  15 |  16 |  13 |  19 |  23 |  10 |  10 |  14 |   7 |   0 |  25 |  16 |  10 |  19 |  32 
|   6 |  19 |  21 |  20 |  23 |  13 |  13 |  19 |  22 |  30 |  16 |  17 |  20 |  13 |  22 |   0 |  12 |  16 |  25 |  20 
|  14 |  24 |  26 |  29 |  32 |   1 |  21 |  26 |  10 |  34 |  23 |  21 |  15 |  20 |  30 |   9 |   0 |  20 |  20 |  29 
|  19 |  21 |  16 |  15 |  17 |   6 |  26 |  23 |  26 |  14 |  20 |   1 |  13 |  17 |  10 |  33 |  25 |   0 |  25 |  22 
|  14 |  19 |  21 |  22 |  19 |  21 |  21 |  27 |  10 |  34 |  24 |  21 |  15 |  21 |  30 |   8 |  20 |  20 |   0 |  28 
|  12 |  15 |   8 |  23 |  29 |  18 |  19 |  15 |  28 |  26 |  12 |  13 |  16 |   9 |  18 |  27 |  18 |  12 |  21 |   0 
