|   0 |  26 |  20 |  53 |  56 |  34 |  27 |  30 |  19 |  39 |  36 |  20 |  27 |  12 |  47 |  39 |  64 |  26 |  18 |  18 
|  36 |   0 |  19 |  52 |  57 |  55 |  26 |  33 |  18 |  38 |  39 |  19 |  26 |  48 |  48 |  38 |  38 |  25 |  17 |  17 
|  66 |  55 |   0 |  82 |  77 |  61 |  50 |  88 |  48 |  19 |  57 |  29 |  56 |  78 |  68 |  58 |  90 |  49 |  47 |  47 
|  44 |  40 |  27 |   0 |  18 |  63 |  22 |  63 |  26 |  35 |  55 |  27 |  34 |  56 |   9 |  12 |  62 |  20 |  57 |  39 
|  41 |  53 |  23 |  57 |   0 |  59 |  31 |  71 |  23 |  17 |  51 |  23 |  31 |  53 |  56 |  43 |  71 |  33 |  45 |  45 
|  44 |  49 |   1 |  60 |  28 |   0 |  34 |  42 |  26 |  20 |   8 |   1 |  34 |  56 |  19 |  22 |  74 |  33 |  48 |  25 
|  26 |  38 |   9 |  42 |  34 |  45 |   0 |  56 |   8 |  28 |  37 |   9 |  16 |  38 |  25 |  28 |  40 |   2 |  44 |  21 
|  51 |  40 |  34 |  67 |  55 |  70 |  41 |   0 |  33 |  53 |  54 |  34 |  41 |  63 |  46 |  49 |  78 |  40 |  32 |  32 
|  18 |  30 |   1 |  34 |  42 |  37 |   8 |  48 |   0 |  20 |  29 |   1 |   8 |  30 |  33 |  20 |  48 |  10 |  36 |  29 
|  47 |  36 |  10 |  63 |  58 |  42 |  31 |  69 |  29 |   0 |  38 |  10 |  37 |  59 |  49 |  39 |  71 |  33 |  28 |  28 
|  49 |  42 |  26 |  75 |  20 |  25 |  33 |  34 |  41 |  37 |   0 |  26 |  49 |  61 |  11 |  14 |  73 |  35 |  59 |  50 
|  66 |  48 |   0 |  82 |  48 |  53 |  50 |  62 |  48 |  19 |  28 |   0 |  56 |  78 |  39 |  29 |  86 |  49 |  47 |  47 
|  10 |  36 |  30 |  26 |  44 |  44 |  37 |  40 |  29 |  49 |  36 |  30 |   0 |  22 |  35 |  38 |  74 |  36 |  28 |  28 
|  51 |  39 |  23 |  68 |  50 |  22 |  56 |  64 |  48 |  42 |  30 |  23 |  42 |   0 |  41 |  44 |  77 |  55 |  56 |  47 
|  38 |  31 |  32 |  66 |   9 |  68 |  37 |  54 |  32 |  26 |  60 |  32 |  40 |  50 |   0 |   3 |  69 |  39 |  48 |  40 
|  54 |  72 |  34 |  76 |  46 |  79 |  34 |  51 |  42 |  53 |  64 |  43 |  50 |  66 |  59 |   0 |  74 |  36 |  72 |  55 
|  35 |  16 |  18 |  51 |  43 |  51 |  13 |  49 |  17 |  37 |  46 |  18 |  25 |  47 |  34 |  37 |   0 |  11 |  33 |  28 
|  24 |  36 |   7 |  40 |  32 |  43 |   2 |  54 |   6 |  26 |  35 |   7 |  14 |  36 |  23 |  26 |  42 |   0 |  42 |  19 
|  19 |   8 |   2 |  35 |  40 |  38 |   9 |  41 |   1 |  21 |  22 |   2 |   9 |  31 |  31 |  21 |  46 |   8 |   0 |   0 
|  19 |  31 |   2 |  35 |  40 |  38 |   9 |  49 |   1 |  21 |  22 |   2 |   9 |  31 |  31 |  21 |  49 |   8 |  37 |   0 
