|   0 |  27 |  25 |  17 |   7 |   7 |  20 |  23 |  28 |  16 |  12 |   4 |  29 |  20 |  23 |  20 |  18 |  16 |  24 |  22 
|  35 |   0 |  23 |  11 |  32 |  32 |  26 |  16 |  37 |  34 |  24 |  22 |  27 |  22 |  18 |  25 |  34 |  32 |  32 |  29 
|  12 |  21 |   0 |  16 |   9 |  19 |  18 |  16 |  14 |  14 |   1 |  16 |   4 |  14 |  23 |  17 |  12 |  10 |   9 |  23 
|  27 |  33 |  17 |   0 |  24 |  23 |  16 |   6 |  29 |  24 |  18 |  12 |  21 |  12 |   7 |  15 |  24 |  22 |  24 |  21 
|   3 |  28 |  28 |  20 |   0 |  10 |  23 |  26 |  21 |  19 |  15 |   7 |  32 |  23 |  26 |  22 |  21 |  19 |  27 |  25 
|  34 |  51 |  35 |  18 |  41 |   0 |  34 |  24 |  47 |  42 |  27 |  30 |  39 |  30 |  16 |  33 |  42 |  40 |  42 |  38 
|  15 |  29 |   8 |  24 |  12 |   7 |   0 |  24 |  22 |  22 |   9 |  19 |  12 |  22 |  23 |  25 |   9 |  18 |  17 |  31 
|  21 |  27 |  11 |  19 |  18 |  17 |  10 |   0 |  23 |  18 |  12 |   6 |  15 |   6 |  18 |   9 |  18 |  16 |  18 |  15 
|  29 |  23 |  23 |  23 |  26 |  23 |  16 |  19 |   0 |  18 |   4 |  21 |  27 |  25 |  30 |  22 |  24 |  33 |  26 |  28 
|  11 |  36 |  15 |   5 |   8 |  18 |  21 |  11 |  13 |   0 |  11 |   3 |  19 |  17 |  12 |   4 |  27 |  25 |   8 |  10 
|  32 |  42 |  26 |  28 |  29 |  32 |  25 |  15 |  34 |  23 |   0 |  21 |  30 |  21 |  33 |  20 |  29 |  31 |  29 |  26 
|  21 |  44 |  23 |  13 |  18 |  28 |  22 |  19 |  25 |  12 |   8 |   0 |  27 |  18 |  20 |  16 |  31 |  33 |  20 |  18 
|  14 |  17 |  15 |  12 |  11 |  21 |  14 |  18 |  27 |  25 |  16 |  18 |   0 |  10 |  19 |  13 |   8 |   6 |  22 |  19 
|  15 |  26 |   5 |  20 |  12 |  11 |   4 |  21 |  17 |  15 |   6 |  10 |   9 |   0 |  27 |   3 |  13 |  15 |  12 |   9 
|  28 |  44 |  27 |  39 |  25 |  35 |  36 |  26 |  41 |  34 |  11 |  32 |  31 |  32 |   0 |  31 |  35 |  33 |  36 |  22 
|  12 |  32 |  11 |  27 |   9 |  19 |  18 |  26 |  14 |  25 |  12 |  16 |  15 |  14 |  26 |   0 |  23 |  21 |   9 |   6 
|   6 |  31 |  31 |  23 |   3 |  13 |  26 |  29 |  24 |  22 |  16 |  10 |  35 |  26 |  29 |  25 |   0 |  22 |  30 |  28 
|   8 |  11 |   9 |  22 |   5 |  15 |   8 |  25 |  21 |  19 |  10 |  12 |  14 |   4 |  20 |   7 |   2 |   0 |  16 |  13 
|   3 |  28 |  25 |  20 |   0 |  10 |  21 |  24 |   5 |  19 |   9 |   7 |  29 |  23 |  17 |  22 |  21 |  19 |   0 |  25 
|  17 |  26 |   5 |  21 |  14 |  16 |  23 |  21 |  19 |  19 |   6 |  21 |   9 |  19 |  28 |  22 |  17 |  15 |  14 |   0 
