|   0 |  47 |  44 |  39 |  26 |  40 |  20 |  30 |  37 |  47 |  16 |  27 |  41 |  50 |  18 |  42 |  21 |  29 |  37 |  28 
|   1 |   0 |  21 |  11 |   3 |  17 |  16 |   7 |  23 |   5 |   3 |   4 |  13 |   3 |  14 |   0 |  22 |   6 |  14 |  11 
|  26 |  26 |   0 |  35 |  29 |  19 |  25 |  33 |  24 |   3 |  29 |  13 |  28 |  29 |  23 |  25 |   8 |  15 |  24 |  37 
|   3 |  26 |  10 |   0 |  29 |  19 |  14 |  22 |  12 |  13 |  19 |  12 |   2 |  29 |  16 |  26 |  18 |  14 |   3 |  16 
|  21 |  21 |  26 |  18 |   0 |  14 |  13 |   4 |  28 |  26 |   0 |   1 |  20 |  24 |  11 |  21 |  14 |   3 |  19 |  12 
|   8 |   7 |  12 |  18 |  10 |   0 |   6 |  14 |  14 |  12 |  10 |  11 |   9 |  10 |   4 |   7 |   7 |  13 |   5 |  18 
|  44 |  49 |  51 |  41 |  28 |  42 |   0 |  32 |  50 |  28 |  18 |  29 |  43 |  52 |  39 |  49 |  42 |  31 |  44 |  30 
|  17 |  40 |  24 |  14 |  27 |  33 |  25 |   0 |  26 |  27 |  17 |  26 |  16 |  43 |  23 |  40 |  26 |  28 |  17 |  29 
|  27 |  39 |  18 |  24 |  18 |  32 |  10 |  10 |   0 |  21 |  18 |  19 |  15 |  42 |   8 |  32 |  11 |  14 |  11 |  29 
|  30 |  36 |  31 |  41 |  30 |  44 |  22 |  34 |  33 |   0 |  30 |  10 |  28 |  33 |  20 |  22 |  23 |  12 |  24 |  42 
|  26 |  31 |  33 |  23 |  10 |  24 |  23 |  14 |  32 |  36 |   0 |  11 |  25 |  34 |  21 |  31 |  24 |  13 |  26 |  12 
|  20 |  26 |  31 |  37 |  20 |  34 |  12 |  24 |  36 |  31 |  20 |   0 |  33 |  29 |  10 |  26 |  20 |   2 |  29 |  32 
|  25 |  24 |  29 |  25 |  27 |  17 |  23 |  31 |  31 |  15 |  27 |  25 |   0 |  27 |  21 |  24 |  24 |  27 |  22 |  14 
|  11 |  34 |  18 |   8 |  32 |  27 |  22 |  30 |  20 |   2 |  27 |  12 |  10 |   0 |  22 |  24 |  25 |  14 |  11 |  24 
|  38 |  38 |  26 |  35 |  17 |  31 |   2 |  21 |  19 |  29 |  17 |  18 |  23 |  41 |   0 |  24 |   3 |  20 |  19 |  29 
|  35 |  41 |  30 |  46 |  35 |  36 |  24 |  39 |  38 |   5 |  35 |  15 |  33 |  38 |  25 |   0 |  28 |  17 |  29 |  47 
|  43 |  45 |  34 |  40 |  34 |  38 |  26 |  26 |  16 |  26 |  34 |  35 |  21 |  48 |  24 |  21 |   0 |  30 |  27 |  33 
|  18 |  36 |  34 |  36 |  18 |  32 |  10 |  22 |  27 |  37 |  18 |  10 |  31 |  39 |   8 |  32 |  11 |   0 |  27 |  30 
|  29 |  28 |   7 |  29 |  27 |  21 |  11 |  19 |   9 |  10 |  27 |   9 |   4 |  31 |  13 |  28 |  15 |  11 |   0 |  18 
|  14 |  37 |  21 |  11 |  38 |  30 |  25 |  33 |  23 |  24 |  30 |  23 |  13 |  40 |  27 |  37 |  29 |  20 |  14 |   0 
