|   0 |  38 |  69 |  44 |  68 |  48 |  68 |  45 |  44 |  86 |  53 |  88 |  70 |  54 |  61 |  64 |  64 |  64 |  73 |  20 
|  50 |   0 |  38 |   6 |  47 |  10 |  65 |  14 |  13 |  48 |  15 |  52 |  32 |  16 |  25 |  26 |  28 |  26 |  42 |  58 
|  31 |  26 |   0 |  32 |  70 |  37 |  73 |  26 |  25 |  46 |  16 |  50 |  30 |  42 |  25 |  52 |  28 |  52 |   4 |  25 
|  44 |  46 |  32 |   0 |  41 |   4 |  72 |   8 |   7 |  61 |   9 |  61 |  45 |  42 |  19 |  39 |  22 |  39 |  50 |  57 
|  38 |  19 |   7 |  25 |   0 |  29 |  70 |  19 |  32 |  53 |  23 |  20 |  37 |  35 |  27 |  45 |  30 |  31 |  11 |  26 
|  40 |  49 |  43 |  41 |  48 |   0 |  68 |   4 |   3 |  57 |   5 |  61 |  41 |  38 |  20 |  35 |  27 |  35 |  46 |  60 
|  45 |  18 |  14 |  20 |   7 |  24 |   0 |  19 |  18 |  18 |  30 |  22 |  10 |   7 |  34 |   4 |  37 |   4 |  18 |  28 
|  51 |  50 |  24 |  52 |  59 |  11 |  79 |   0 |  14 |  68 |  16 |  72 |  52 |  49 |  16 |  46 |  19 |  46 |  28 |  49 
|  52 |  47 |  25 |  53 |  45 |  12 |  65 |   1 |   0 |  55 |  17 |  59 |  39 |  46 |  17 |  43 |  20 |  43 |  29 |  50 
|  41 |  28 |  34 |   2 |  37 |   6 |  30 |  10 |   9 |   0 |  11 |   4 |  38 |  22 |  21 |  32 |  24 |  15 |  30 |  10 
|  35 |  73 |  66 |  64 |  86 |  38 |  82 |  42 |  41 |  62 |   0 |  66 |  79 |  76 |  58 |  73 |  64 |  73 |  41 |  55 
|  37 |  24 |  38 |  30 |  54 |  25 |  50 |  14 |  13 |  56 |  30 |   0 |  40 |  24 |  30 |  34 |  33 |  11 |  42 |   6 
|  40 |   8 |  46 |  14 |  53 |  18 |  46 |  22 |  21 |  16 |  23 |  20 |   0 |  24 |  33 |  34 |  36 |  31 |  46 |  26 
|  56 |  24 |  49 |  30 |  56 |  21 |  49 |  25 |  24 |  32 |  26 |  36 |  16 |   0 |  41 |  10 |  44 |  10 |  53 |  42 
|  65 |  80 |  54 |  86 | 101 |  75 |  94 |  64 |  78 | 100 |  42 |  82 |  84 |  96 |   0 |  98 |   3 |  77 |  58 |  79 
|  46 |  14 |  39 |  20 |  46 |  24 |  39 |  15 |  14 |  22 |  29 |  26 |   6 |   3 |  31 |   0 |  34 |   0 |  43 |  32 
|  74 | 103 |  85 | 103 |  98 |  72 |  91 |  61 |  75 | 101 |  39 |  79 | 101 |  98 |  77 |  95 |   0 |  74 |  80 |  85 
|  66 |  43 |  39 |  49 |  46 |  26 |  39 |  15 |  14 |  57 |  31 |  35 |  49 |  46 |  31 |  43 |  34 |   0 |  43 |  41 
|  27 |  65 |  46 |  71 |  66 |  33 |  86 |  22 |  21 |  74 |  12 |  55 |  60 |  67 |  21 |  64 |  24 |  64 |   0 |  47 
|  68 |  18 |  55 |  24 |  48 |  28 |  48 |  32 |  31 |  66 |  33 |  68 |  50 |  34 |  43 |  44 |  46 |  44 |  59 |   0 
