|   0 |  31 |   9 |   3 |   9 |  60 |  25 |  12 |  16 |   9 
|  45 |   0 |   6 |  10 |   6 |  34 |  65 |  56 |  28 |   6 
|  39 |  24 |   0 |   4 |   0 |  58 |  64 |  50 |  42 |   0 
|  45 |  30 |   6 |   0 |   6 |  64 |  70 |  46 |  42 |   6 
|  52 |  37 |  13 |   8 |   0 |  64 |  70 |  54 |  42 |   0 
|  57 |  12 |  18 |  17 |   9 |   0 |  77 |  63 |  40 |   9 
|  77 |  32 |  38 |  33 |  25 |  52 |   0 |  79 |  60 |  25 
|  46 |  19 |   7 |   1 |   7 |  53 |  29 |   0 |   4 |   7 
|  48 |  42 |  27 |  21 |  27 |  71 |  37 |  60 |   0 |  24 
|  62 |  45 |  51 |  55 |  51 |  64 |  70 |  61 |  65 |   0 
