|   0 |  80 |  31 |  79 | 106 |  52 |  23 |  88 |  20 | 141 
| 115 |   0 |  73 |  96 |  66 |  68 |  77 |  21 |  91 | 142 
|  68 |  63 |   0 |  48 |  72 |  74 |  91 |  84 |  88 | 110 
|  20 | 100 |  51 |   0 | 123 |  44 |  43 | 108 |  40 |  62 
|  49 |  70 |   7 |  55 |   0 |   2 |  28 |  91 |  25 |  76 
|  95 | 145 |  82 | 130 | 154 |   0 |  74 | 139 |  71 | 192 
|  76 |  71 |   8 |  56 |  80 |  82 |   0 |  65 |  96 | 118 
|  94 |  89 |  52 | 100 |  45 |  47 |  73 |   0 |  70 | 121 
|  24 |  74 |  11 |  59 |  83 |  36 |   3 |  68 |   0 | 121 
|  57 | 137 |  88 |  59 | 163 | 103 |  80 | 145 |  77 |   0 
